NBA Career Score,Name,Age,Height,Weight,NBA Connection,Seasons Played (College),G,GS%,MPG,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS/40,BPM,FG/100,FGA/100,3P/100,3PA/100,FT/100,FTA/100,ORB/100,DRB/100,TRB/100,AST/100,STL/100,BLK/100,TOV/100,PF/100,PTS/100,ORtg,DRtg
4.5,Kyrie Irving,19.26,188,81,1,1,11,72.73,27.5,32.5,0.697,2.3,10.6,6.7,29.8,3,1.8,16.4,26.4,0.32,14.8,10.3,19.6,3.4,7.3,12,13.4,1.1,5.8,7,8.8,3,1.1,5.1,4.3,36.1,135.1,92.7
2,Derrick Williams,20.08,203,106,0,2,38,100,30,32.8,0.69,11.8,21.9,17,8.7,1.9,2.3,15.7,28.9,0.279,12.1,11.8,19.9,2.2,3.9,12.9,17.4,5.5,11,16.5,2.3,1.9,1.4,5.2,5.6,38.8,128.8,97.3
3,Tristan Thompson,20.28,203,102,0,1,36,94.44,30.7,24.2,0.536,14,13.7,13.8,8.1,1.8,7.2,12.7,22.4,0.2,8.9,9.2,16.8,0,0,6.8,14,7.4,7.7,15.1,2.4,1.8,4.6,3.4,5.3,25.2,112.5,89.3
3,Brandon Knight,19.56,190,83,0,1,38,100,35.9,19.3,0.553,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27,0.157,5.5,9.6,22.8,3.9,10.2,6,7.6,1.1,5.7,6.8,7.1,1.1,0.4,5.3,3.7,29.1,109.9,101.5
4,Kemba Walker,21.13,185,78,0,3,41,100,37.6,29.9,0.543,3.9,11.5,7.9,28,3.1,0.5,9.5,32.4,0.251,13.1,12.6,29.4,3,9,10.3,12.5,2.1,6.8,8.9,7.3,3.1,0.3,3.7,2.2,38.4,121.2,98.9
1,Jimmer Fredette,22.33,188,88,0,4,37,100,35.8,30.9,0.594,2,8.3,5.2,28.8,2.1,0.1,12.7,37.8,0.256,10.8,14.7,32.5,5.3,13.3,10.7,12,1,4.4,5.4,6.8,2.1,0,5.6,2.1,45.4,118,100
4.25,Klay Thompson,21.37,198,90,1,3,34,97.06,34.7,26.1,0.574,2.6,14,8.6,25,2.8,3.1,15.3,32.8,0.198,9.8,11.9,27.3,4.9,12.2,7.7,9.2,1.2,7.6,8.8,6.3,2.8,1.6,5.7,4.9,36.3,109.8,95.8
2.5,Alec Burks,19.93,198,88,0,2,38,97.37,31.4,29.4,0.574,9.2,14.8,12.1,19.6,2,1,12.7,32.3,0.221,8.1,12.2,25.9,1.4,4.7,12.1,14.6,4.4,7.6,12,5.4,2,0.6,4.8,4.3,37.8,120.2,106
3,Markieff Morris,21.81,208,111,1,3,38,89.47,24.4,29.1,0.642,13.9,24.7,19.7,11,1.9,4.9,16.2,25.5,0.257,10.3,12.1,20.5,1.5,3.7,6.4,9.5,6.4,13.2,19.6,3.3,1.9,2.7,4.8,6.7,32.1,121.5,88.1
3,Marcus Morris,21.81,206,106,1,3,38,92.11,28.3,29.3,0.625,11.5,19,15.5,11.4,1.7,2.4,11.4,26.9,0.269,10.9,12.8,22.4,1.4,4.1,7.9,11.5,5.3,10.2,15.5,3.3,1.7,1.3,3.6,5.2,34.9,126.5,92.5
5,Kawhi Leonard,19.99,201,102,0,2,36,100,32.6,26.5,0.512,11.4,26.2,19,16,2.7,1.9,12.3,27.6,0.231,9.2,11.3,25.4,1.3,4.6,5.9,7.8,5.9,14.4,20.4,4.9,2.7,1.1,4.1,4.8,29.8,112.5,86.3
4,Nikola VuÄeviÄ,20.67,208,99,0,3,34,100,34.9,27.1,0.578,9.8,25.6,17.7,11,0.9,4.4,10.3,25.5,0.221,9.4,11.3,22.3,1.5,4.3,6.4,8.5,5.1,13.3,18.3,2.8,0.9,2.5,3,5,30.5,119,94.3
2.5,Iman Shumpert,21,196,96,0,3,31,100,32,25.4,0.517,5.7,16.4,10.6,25.7,5,0.7,12.2,29.1,0.196,9.6,10.3,25.4,2.4,8.8,8.2,10.2,3.1,7.6,10.7,6.3,5,0.3,4.2,5,31.3,109.8,92.8
0,Chris Singleton,21.59,206,99,0,3,28,89.29,29.1,21.9,0.531,8.2,17,12.8,8.9,3.9,5.9,15,24.5,0.191,9,8.8,20.3,2.5,6.7,6,8.9,4.1,9.4,13.6,2.3,3.9,2.9,4.3,6.4,26,105.6,84.2
3.5,Tobias Harris,18.94,203,102,1,1,34,97.06,29.2,23.8,0.54,7.5,20.6,14,10.4,1.4,3.4,11.4,27.2,0.177,7.3,11.1,24.1,1.4,4.6,7.7,10.2,4,10.8,14.8,2.6,1.4,1.7,3.7,4.2,31.3,112.7,98.8
0,Nolan Smith,22.92,188,83,1,4,37,100,34,25.7,0.564,4.1,10.1,7.2,30.3,2,0.2,14.8,30.7,0.234,9.9,11.8,25.7,2.6,7.4,8.5,10.4,2,5.5,7.5,8.6,2,0.1,5.3,3.3,34.6,116.8,96
2.5,Kenneth Faried,21.6,203,103,0,4,35,97.14,34.7,34.7,0.619,20,31.4,25.6,7.4,3.4,8.8,15.8,24.5,0.272,8.5,11.9,19.1,0,0,7.1,12.3,10.2,15.8,26,1.9,3.4,4.2,4.7,5.5,31,121,84
3,Reggie Jackson,21.19,190,94,0,3,34,94.12,34.1,26.9,0.618,3.9,11.3,7.8,29.7,1.9,1.7,13.9,27.2,0.193,9.8,11.8,23.4,3.8,9.1,5.9,7.4,1.9,6,7.8,8.2,1.9,1,4.4,3.1,33.2,122.8,109.8
2,MarShon Brooks,22.41,196,90,0,4,32,96.88,36.5,28.8,0.584,6.3,14.2,10.2,16,2.3,3,12.7,30.6,0.203,10.3,13.1,27.1,3.2,9.4,8,10.4,3.4,7.3,10.7,3.8,2.3,1.9,4.7,3.8,37.5,118.3,104.4
1,Jordan Hamilton,20.72,201,99,1,2,36,100,32.2,25.6,0.55,7,18.5,12.9,14.6,1.6,1.8,11.2,29.1,0.231,11.4,12.4,28.1,4.6,11.9,4.8,6.2,3.7,10.4,14.1,3.9,1.6,1.2,3.9,3.3,34.2,115.5,90.6
0,JaJuan Johnson,22.37,208,100,0,4,34,97.06,35.4,28.8,0.564,7.9,20.2,14.1,6.4,1.5,6.7,8.3,29.1,0.238,10.5,12.9,26.2,0.8,2.6,8.5,10.5,4.1,10.5,14.7,1.7,1.5,4,2.8,2.7,35.2,117.2,90.3
2.5,Norris Cole,22.7,188,77,0,4,36,100,35.7,30,0.558,2.5,16.5,9.5,37,3.7,0.3,12.2,32.1,0.258,10.2,11.8,26.8,2.4,7,10.6,12.5,1.3,8.6,9.8,8.9,3.7,0.1,4.5,4.1,36.5,117.7,92.8
2,Cory Joseph,19.85,190,83,0,1,36,100,32.4,15.1,0.526,2.2,9.5,6,17.3,1.9,0.9,13.1,17.3,0.152,6.5,6.9,16.3,2.6,6.4,2.6,3.7,1.2,5.3,6.5,5.5,1.9,0.6,2.7,3.3,19,112.7,95
4.5,Jimmy Butler,21.78,201,99,0,3,37,94.59,34.6,24,0.587,8.2,12,10.1,13.2,2.4,1.1,9.8,21.3,0.198,9.4,8.6,17.5,0.9,2.7,8.6,11,4.1,6.2,10.3,3.9,2.4,0.6,2.5,2.2,26.7,126.8,102.5
0,Justin Harper,21.82,208,102,0,4,37,100,31.8,29,0.642,6.5,18.6,12.8,8.9,1.2,4,9.8,26.8,0.24,9.7,13.2,24.7,4.1,9.2,5.1,6.3,3.3,10.4,13.8,2.3,1.2,2.5,3,4.4,35.5,123.6,94.9
2,Kyle Singler,23.14,203,104,1,4,37,100,34.8,20,0.536,8,13.3,10.8,8.8,1.5,0.8,10.7,24.7,0.191,6.4,9.7,22.6,2.7,8.6,5.5,6.9,3.9,7.3,11.2,2.7,1.5,0.5,3.1,4.3,27.7,114.8,95.1
2,Shelvin Mack,21.17,190,97,0,3,38,97.37,32.1,21,0.537,2.6,14.4,8.4,24.9,1.5,0.3,14.1,28.6,0.163,6.6,10.2,25.1,4.4,12.5,6.1,7.9,1.4,7.3,8.6,6.7,1.5,0.2,4.7,3.4,31,109.9,100.9
0,Tyler Honeycutt,20.94,206,81,0,2,33,100,35,17.4,0.519,5.3,17.8,11.9,16.8,1.5,5.5,19.8,22.3,0.115,7.1,7.5,18.4,2.9,7.9,4.1,5.5,2.6,9.8,12.4,4.8,1.5,3.5,5.2,2.7,21.9,99.7,96.3
0,Jordan Williams,20.7,208,117,0,2,33,100,32.5,25.2,0.552,12.6,26,19.5,3.9,1.2,4.1,9.5,24.5,0.211,6.3,11.1,20.6,0,0,6.8,11.8,6.3,13.9,20.1,1.1,1.2,2.3,2.8,4.2,28.9,115.1,89.9
0,Trey Thompkins,21.1,208,111,0,3,30,96.67,31.2,24.2,0.536,7.3,20.4,14.2,11.1,2.2,5.7,14.2,29.9,0.164,6.8,12.8,26.6,1.5,4.9,5.4,7.9,3.7,11.4,15.1,2.8,2.2,3.3,5,4.4,32.6,104.3,93
3.5,Chandler Parsons,22.66,206,97,1,4,36,97.22,34.1,19.7,0.551,7.3,19.3,13.4,21.6,1.7,1.3,18,19.2,0.162,8.3,7.9,16.5,2.2,6,2.8,4.9,3.8,10.4,14.2,6.9,1.7,0.8,4.1,3.4,20.7,112.4,96
2,Jon Leuer,22.11,208,103,0,4,34,100,33.5,28.7,0.568,6.3,22.6,14.1,12.8,1,3.1,9,31.1,0.221,9.8,13.9,29.6,3.3,8.9,6.9,8.2,3.5,11.6,15.1,3.4,1,1.8,3.3,4.6,38.1,118.3,99.7
2,Darius Morris,20.47,193,86,0,2,35,97.14,34.8,22.7,0.545,3.2,10.8,7,44.2,1.9,0.1,17.6,27.3,0.173,6.3,10.6,21.7,0.8,3.4,5.7,8,1.6,5.7,7.3,12.4,1.9,0.1,5.4,3.9,27.8,111.4,102.1
1,Malcolm Lee,21.09,196,81,0,3,33,100,33.1,15.3,0.553,2.6,7.8,5.3,12.9,1.2,0.6,12.5,20.8,0.131,3.3,7.7,17.7,2.1,7.2,6.1,7.9,1.3,4.3,5.5,3.7,1.2,0.4,3.1,4.4,23.8,113.2,104.2
1,Charles Jenkins,22.32,190,99,0,4,33,100,37.3,31.4,0.635,1.8,8.8,5.3,31.5,2.9,1.9,11.1,28.7,0.236,9.6,12.5,24.1,3.3,7.9,9.1,11.1,0.9,4.7,5.6,7.9,2.9,1.1,3.7,3.3,37.4,128,107.8
2,Josh Harrellson,22.36,208,124,0,3,38,100,28.5,22.3,0.616,15.2,18.9,17.1,5.1,2,5.2,10.7,12.5,0.204,8.7,7.1,11.6,0.1,0.6,1.8,3.1,7.8,10.5,18.4,1.7,2,3.2,1.6,5.1,16.1,134.3,92.6
1,Andrew Goudelock,22.55,188,90,0,4,37,100,35.2,26.7,0.575,2.3,9.9,6.3,26.4,1.5,0.5,13.5,34.5,0.199,6,14.4,31.8,6,14.6,5,6.1,1.1,5.4,6.5,7.1,1.5,0.3,5.4,3,39.8,115.1,105.7
0,Travis Leslie,21.24,193,92,0,3,33,100,32.2,24.9,0.561,12.2,13.6,12.9,20.6,2.3,2,14.3,24.4,0.195,8.9,10.3,21,0.8,2.5,6.4,7.9,6.2,7.6,13.8,5.7,2.3,1.2,4.1,3.7,27.8,116.9,98.1
0,Keith Benson,22.86,211,104,1,4,35,100,32.4,28.8,0.584,9.5,24.1,17.2,6.2,1.4,9.8,10.9,24.9,0.202,5.4,11.3,20.6,0.4,1.1,7.7,11.9,4.5,12.7,17.3,1.9,1.4,6.1,3.2,5.3,30.6,120.2,98.9
0,Josh Selby,20.25,188,83,0,1,26,42.31,20.4,11.9,0.489,2.4,9.7,6.3,17.8,2.3,0.2,20.1,24.4,0.098,2.4,7.8,20.9,3.7,10.2,3,4,1.1,5.2,6.3,6.1,2.3,0.1,5.7,4.8,22.3,95.5,96.5
2,Lavoy Allen,22.38,206,102,0,4,33,100,33.9,20.3,0.519,9.3,20.2,14.8,13.6,1.3,5.4,12.8,19.8,0.163,5.6,8.4,17.5,0.3,0.9,3.8,5.4,4.8,10.6,15.4,4.1,1.3,3.3,2.9,4.1,20.8,110,93.1
0,Jon Diebler,23.01,198,92,0,4,37,97.3,35.7,19.6,0.723,1.3,7.9,4.6,11.6,1.7,0.4,9.8,14.4,0.207,11.6,6.9,13.5,5.4,10.7,3,3.7,0.7,4,4.6,4.2,1.7,0.2,1.7,1.7,22.1,144.7,98.4
1,Vernon Macklin,24.76,206,111,0,5,37,94.59,24.5,22.2,0.578,10.9,15,13,7.7,0.9,3.1,14.5,25.1,0.16,4.5,13.2,22.3,0,0,3.2,7.1,5.7,8.1,13.8,2.1,0.9,1.8,4.4,6.3,29.6,110,98.5
2,DeAndre Liggins,23.23,198,95,0,3,38,73.68,31.6,14.5,0.523,2.2,11.8,7.2,14.2,2.3,2.3,14.9,15.8,0.129,5.9,5.6,13.3,1.8,4.6,3.4,5.3,1.1,6.6,7.7,4.8,2.3,1.4,2.8,4.7,16.5,109.1,97
2,E'Twaun Moore,22.33,193,86,0,4,34,97.06,33.9,23.9,0.545,5.1,12.5,8.8,20.9,2.2,1.6,9.8,28,0.205,10.2,11.6,26,3.7,9.2,5.3,7.4,2.7,6.5,9.2,5.7,2.2,0.9,3.2,3.7,32.2,114.4,94.9
0,Ater Majok,23.98,208,105,0,1,26,84.62,14.7,9.3,0.425,9.6,12.3,11,1.9,0.6,10.1,23.2,11.6,0.051,0,3.8,9,0,0,1.4,3.4,4.9,7.2,12.1,0.6,0.6,6.4,3.2,7.8,9,84,98.4
4,Isaiah Thomas,22.38,173,83,0,3,35,100,31.9,22.9,0.563,2.5,9.5,6,32.7,2.3,0.2,16.6,26.2,0.199,8.1,9.4,21,3,8.6,7.5,10.5,1.3,4.8,6.1,10.6,2.3,0.1,5.2,3.7,29.2,117.4,100.8
5,Anthony Davis,19.29,208,99,0,1,40,100,32,35.1,0.654,11.6,25.6,19,7.5,2.5,13.7,8.6,18.8,0.31,17.2,9.9,15.9,0.1,0.9,6.8,9.6,5.6,13.9,19.5,2.4,2.5,8.8,1.9,3.7,26.7,139,80.7
2,Michael Kidd-Gilchrist,18.75,201,105,0,1,40,97.5,31.1,21.2,0.57,10.3,17.3,14,10.8,1.9,2.8,17.3,20.6,0.192,7.7,7.7,15.8,0.6,2.5,6.9,9.3,5,9.4,14.4,3.6,1.9,1.8,4.2,4.7,23.1,115.5,92.3
4,Bradley Beal,18.99,190,93,0,1,37,100,34.2,22,0.575,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23,0.18,8.4,8.5,19.1,3.1,9,6.4,8.4,2.4,9.6,12.1,4,2.5,1.5,3.8,3.7,26.5,115.4,96.9
2.5,Dion Waiters,20.54,193,97,0,2,37,0,24.1,26.3,0.565,2.4,8.8,5.6,21.2,4.6,1.5,10.4,26.7,0.223,10.8,11.7,24.6,2.8,7.8,5.9,8.1,1.2,4.6,5.9,6.3,4.6,0.8,3.3,4.8,32.2,118.6,93.9
1,Thomas Robinson,21.28,206,107,0,3,39,100,31.8,27.4,0.549,11.1,33,22.2,13.1,2,2.9,14.2,30,0.231,8.8,12.5,24.7,0.3,0.7,7.8,11.4,5.4,16.7,22.1,3.4,2,1.6,5,5.1,33.1,109.8,84.6
4.5,Damian Lillard,21.95,188,83,1,4,32,100,34.5,34,0.635,1.9,15.8,9,27.1,2.5,0.7,10.7,33,0.291,9.8,12.4,26.6,5.1,12.4,12.3,13.8,0.9,7.8,8.7,6.9,2.5,0.4,4,3.3,42.2,128.4,101.6
3.5,Harrison Barnes,20.07,203,97,0,2,38,97.37,29.2,21.2,0.528,6.9,11.9,9.4,7.2,2,1.1,10.8,28.1,0.181,6.8,11.3,25.8,2.4,6.8,7,9.7,3.7,6.1,9.8,2.1,2,0.6,3.7,3.4,32.1,111.1,96.1
2.5,Terrence Ross,21.39,198,88,0,2,35,100,31.1,22.3,0.558,4.7,19.2,11.6,9.2,2.3,3,12,25.3,0.178,7.9,11.2,24.4,3.7,10.1,3.7,4.9,2.5,9.2,11.7,2.5,2.3,1.7,3.6,5.1,29.9,113.6,96.8
4,Andre Drummond,18.87,208,122,0,1,34,88.24,28.4,21.9,0.509,14.2,17,15.6,3.4,1.8,9.9,13.5,20.9,0.121,4.9,10.1,18.8,0,0.1,1.7,5.7,7.4,9.2,16.6,1,1.8,5.9,3.4,4.8,21.9,103.1,97.3
2.5,Austin Rivers,19.9,193,90,1,1,34,97.06,33.2,16.9,0.538,2.2,10,6,13,1.7,0.1,13.9,25.2,0.124,4,9,20.8,3,8.2,6.3,9.5,1.1,4.9,6,3.7,1.7,0.1,4.1,3.9,27.3,107.8,104.7
2,Meyers Leonard,20.33,216,111,0,2,32,90.62,31.8,24.1,0.618,9.1,25.9,17.1,9.9,0.9,6.9,16.2,22,0.182,7.2,10.4,17.7,0.1,0.7,5.7,7.7,4.4,11.5,16,2.6,0.9,3.7,4.1,5.7,26.5,115.5,95.9
2.5,Jeremy Lamb,20.07,196,81,0,2,34,100,37.2,22.1,0.589,3,12.2,7.7,10.1,2.1,1.7,11.7,23.9,0.165,7.8,10.7,22.4,3.5,10.4,4.8,6,1.6,6.6,8.2,2.9,2.1,1,3.4,2.8,29.7,117.6,103.3
1,Kendall Marshall,20.85,193,88,0,2,36,97.22,33,17.2,0.558,0.5,7.9,4.2,45.1,2,0.5,27.8,13.9,0.147,6.6,4.9,10.4,1.3,3.7,2.5,3.7,0.3,4.1,4.4,16.3,2,0.3,4.7,2.6,13.6,114.9,98.4
2.5,John Henson,21.49,211,99,0,3,35,97.14,29.1,24.7,0.505,9,27.1,17.9,8,1.1,9.6,8.7,23.1,0.195,9,11.1,22.2,0,0,3.7,7.3,4.8,14,18.8,2.4,1.1,5.5,2.4,3,25.9,110.2,86.6
2.5,Maurice Harkless,19.12,203,94,0,1,32,100,36.1,21.1,0.504,8.4,20.3,14,9.6,2.6,4.2,14,24.9,0.109,4,9.9,22,0.9,4.1,4.8,7.2,4.5,9.7,14.2,2.4,2.6,2.3,4.1,3.8,25.6,102.3,102
0,Royce White,21.21,203,122,0,3,34,97.06,31.5,22.8,0.536,9.4,26.2,17.7,34.5,2.2,3,23.4,26.5,0.152,8.2,9.7,18.1,0.2,0.7,5.6,11.3,4.7,12.8,17.5,9.4,2.2,1.8,7.2,4.9,25.2,103.3,95.4
2.5,Tyler Zeller,22.44,213,113,1,4,38,100,28.2,29.9,0.616,14.1,21.9,17.9,6.3,1.7,5.3,12.6,24.5,0.265,10.7,11.3,20.5,0,0,9.3,11.5,7.5,11.3,18.8,1.9,1.7,3,3.8,5.2,32,125.6,89.7
2.5,Terrence Jones,20.46,206,114,1,2,38,89.47,29.3,24.3,0.547,10.7,17.5,14.3,8.7,2.7,5.8,12.6,22.4,0.209,10.2,9.6,19.1,0.9,2.7,5.4,8.5,5.2,9.5,14.7,2.8,2.7,3.7,3.4,4.9,25.4,115.3,88.9
2,Andrew Nicholson,22.55,206,108,0,4,32,100,30.1,31.6,0.638,11.1,25.1,18.1,9.4,1.3,7.3,14.7,29.5,0.24,9.4,14.1,24.6,1.5,3.4,8.2,10.6,5.3,11.9,17.2,2.1,1.3,4,5.1,5.8,37.8,120.1,95.2
2,Jared Sullinger,20.31,206,120,0,2,37,97.3,30.4,30.2,0.591,12.4,25.8,18.9,8.6,2.3,4,11.5,27.9,0.28,11.7,12.2,23.4,0.9,2.1,9.3,12.2,6.2,11.9,18.1,2.5,2.3,2.1,3.8,5.8,34.5,121.8,86
0,Fab Melo,22.02,213,110,0,2,30,100,25.4,20.7,0.581,12.3,14.6,13.5,5,1.2,13,17.6,16.5,0.156,5.3,7.9,13.9,0,0,3.1,4.8,6.4,7.6,14.1,1.7,1.2,7.1,3.5,6.8,18.8,112.9,94.2
1.5,John Jenkins,21.31,193,97,0,3,35,100,33.6,26,0.656,1.7,9.1,5.4,8.4,1.5,1,9.4,26.2,0.223,11.8,11.3,23.8,6.9,15.8,6.6,7.9,0.8,4.4,5.2,2.2,1.5,0.6,2.9,2.2,36.1,129.4,104.3
1,Jared Cunningham,21.1,193,87,0,3,36,97.22,34.6,22.1,0.568,3.4,10.4,6.8,15.7,4.1,1.2,15.2,26,0.162,5,9,19.9,2.3,6.7,9,12.2,1.6,4.6,6.3,4.6,4.1,0.7,4.6,3.9,29.2,111.4,100.5
2.5,Tony Wroten,19.2,196,92,0,1,35,77.14,30.3,20.4,0.488,8,10.7,9.3,24.5,3.5,1.2,18.7,31.2,0.12,4.7,10.5,23.8,0.5,3,8.2,14.1,4.3,5.1,9.4,6.9,3.5,0.7,7,5,29.8,98.8,98.7
2.5,Miles Plumlee,23.81,208,111,1,4,34,47.06,20.5,21.8,0.621,16.6,24.6,20.6,5.1,1.5,4.2,18.7,16.1,0.177,6.2,7.5,12.3,0,0,4,6.4,8.3,12,20.3,1.5,1.5,2.7,3.5,6.5,19,121.1,96.4
1,Arnett Moultrie,21.6,211,112,0,4,30,100,35.8,25.2,0.61,12.2,23.5,17.7,7,1.4,2.1,15.3,23.3,0.186,5.2,10.3,18.7,0.5,1,7.1,9.1,6.3,11.6,17.9,2,1.4,1.3,4.2,3.8,28,118.3,100.4
1.5,Perry Jones,20.75,211,106,0,2,33,100,30.7,21.2,0.539,11,19.8,15.4,8.7,1.6,2.1,12,23.3,0.167,5.2,10.7,21.4,0.6,1.9,4.2,6,5.2,9.6,14.8,2.5,1.6,1.2,3.3,4.5,26.2,113.4,98
1.5,Marquis Teague,19.32,188,85,1,1,40,100,32.6,13.2,0.491,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,0.108,2.3,6.7,16.3,1.2,3.7,3.9,5.5,0.8,3.9,4.7,8.8,1.7,0.5,5,4.2,18.6,101.7,99.5
2.5,Festus Ezeli,22.68,211,115,0,4,26,84.62,23.2,21,0.567,13,19.2,16.1,2.9,1.1,9,20.1,25.2,0.14,3.7,9,16.7,0,0,8.5,14.1,6.3,9.3,15.6,0.8,1.1,5.3,5.9,8.3,26.5,103.4,96.1
2,Jeff Taylor,23.09,201,102,1,4,36,100,32.1,23.7,0.58,8.4,13.3,10.9,12.6,2.4,1.4,13.6,26.4,0.18,8,11.1,22.5,3.5,8.2,5,8.3,4.1,6.5,10.6,3.3,2.4,0.8,4.2,3.5,30.7,114.4,99.8
1.5,Bernard James,27.38,208,108,0,2,35,100,28,23.3,0.602,13.6,21.4,17.6,3.6,1.6,9.5,18.9,20,0.176,7.6,9.5,15.7,0,0,3.9,7,6.5,10.7,17.1,1,1.6,5,4.4,4.1,22.9,109.8,89.1
3.5,Jae Crowder,21.97,198,106,1,2,35,100,32.9,28.8,0.598,7,22.6,14.7,13.5,4.3,3.1,7.9,23.4,0.263,13.8,10.6,21.4,3,8.7,5.8,7.9,3.4,11,14.4,3.6,4.3,1.7,2.2,4.6,30.1,125.7,85.9
4.25,Draymond Green,22.31,201,104,0,4,37,97.3,33.2,26.1,0.542,8.2,30.7,19.8,24.2,2.7,3.3,16.8,28.2,0.23,12.1,10.6,23.6,2.6,6.7,6.3,8.7,4,15.8,19.7,7.1,2.7,1.8,5.6,5.3,30.1,109.6,83.6
1.5,Orlando Johnson,23.29,196,92,0,5,31,100,34.4,26,0.56,5.8,13.8,9.9,19,2,2.4,12.2,30.5,0.194,6.3,12,26.6,4.1,9.5,7.4,10.6,3,7.4,10.4,5.3,2,1.3,4.4,3.3,35.5,115.5,102.6
2,Quincy Acy,21.72,201,106,0,4,38,100,29.7,23.5,0.638,10.9,20,15.5,6.5,1.8,6.6,16.6,19,0.198,6.9,8.3,14.5,0.2,0.3,7.2,9.2,5.2,9.7,14.9,2,1.8,3.7,3.7,6.2,24,123.1,95.3
1.5,Quincy Miller,19.6,206,95,0,1,37,94.59,24.4,19.4,0.541,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,0.153,5.3,9.1,20.4,1.6,4.6,6.1,7.5,3.6,8.5,12,3.5,1.7,1.6,4.4,4.6,25.9,110.1,98.8
4,Khris Middleton,20.87,201,98,1,3,20,85,28.8,18.9,0.486,5.4,17.1,11,20,2.1,1,13.7,29.7,0.114,6.2,11.2,27,2.2,8.5,4.3,5.7,2.9,8,10.9,4.9,2.1,0.5,4.7,4.1,28.9,98,97.6
3,Will Barton,21.47,198,79,0,2,35,97.14,35.3,26.6,0.587,7.6,20.2,14.2,17.4,2.4,2.1,12.3,25.8,0.232,9.8,11.1,21.8,1.8,5.2,6.5,8.6,3.4,10.1,13.4,4.9,2.4,1.2,3.6,3.6,30.4,119.3,92.3
