NBA Career Score,Name,Age,Height,Weight,NBA Connection,Seasons Played (College),G,GS%,MPG,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS/40,BPM,FG/100,FGA/100,3P/100,3PA/100,FT/100,FTA/100,ORB/100,DRB/100,TRB/100,AST/100,STL/100,BLK/100,TOV/100,PF/100,PTS/100,ORtg,DRtg
1,Tyshawn Taylor,22.2,190,83,0,4,39,97.44,33.4,19.8,0.569,0.7,7.5,4.2,29.7,2.4,0.5,19.5,27.5,0.159,7.2,10.3,21.6,2.6,6.9,6.2,9.1,0.4,3.8,4.1,8.5,2.4,0.3,6.3,3.5,29.5,106.9,97.7
1,Doron Lamb,20.64,193,95,0,2,40,87.5,31.2,19.2,0.624,1.5,8.2,5.1,8.8,0.9,0.2,9.1,19.7,0.197,7.3,8.4,17.8,3.7,7.9,5.9,7.2,0.7,4.5,5.2,2.9,0.9,0.1,2.1,3.5,26.5,131.1,101
2.5,Mike Scott,23.94,203,107,0,5,32,100,31.2,30.7,0.62,9.7,26.2,18,10.7,1.4,1.8,12.6,30.9,0.27,10.4,14.1,25,0.4,1.3,9.1,11.3,4.6,12.8,17.4,2.4,1.4,1,4.4,3.7,37.7,118.4,87.4
0,Kim English,23.75,198,90,0,4,35,100,33.6,20.6,0.658,3.4,13,8.3,8.6,2.3,0.9,13.3,20,0.171,7.1,8.8,16.8,4,8.7,4.5,6.2,1.5,6.1,7.6,2.9,2.3,0.5,3,4.3,26,123.7,102.6
1.5,Justin Hamilton,22.23,213,117,0,4,33,96.97,30,22.7,0.553,11.8,17.2,14.2,7,1.5,4.7,12.9,22.6,0.172,5.9,9.6,19.5,0.2,0.7,6.5,8.4,6.7,7.9,14.5,1.8,1.5,2.6,3.5,5.1,26,113.1,96.5
2,Darius Miller,22.26,203,102,0,4,40,27.5,26.1,18.1,0.593,4.3,7.9,6.2,14.4,1.9,1.2,14.8,19.2,0.173,7.5,8.3,17.5,3.2,8.6,3.2,4,2.1,4.3,6.4,4.7,1.9,0.8,3.4,5,23,119.8,98.3
0,Kevin Murphy,22.31,201,83,0,4,33,96.97,34.5,20.8,0.549,3.3,16.7,9.8,16.3,1.4,0.7,14.8,32.3,0.128,0.6,12.2,27.5,4,9.7,6.3,8.8,1.5,7.3,8.9,3.9,1.4,0.4,5.5,3.6,34.9,105.6,106
2.5,Kyle O'Quinn,22.25,208,108,0,4,36,100,31.3,28.6,0.616,12,27.9,19.8,10.9,1.3,9.2,17,24.9,0.219,5,10.7,18.6,0.3,1.7,8.1,11.6,5.9,13.4,19.3,2.7,1.3,5,4.9,6.1,29.7,116.2,91.1
0,Kris Joseph,23.52,201,95,0,4,37,100,32.2,19.7,0.534,5.5,11.6,8.6,8.7,2.6,2.2,10.6,22.5,0.168,6.6,8.4,20.1,2.6,7.6,6,8.1,2.9,6.1,9,2.9,2.6,1.2,2.8,3.2,25.5,113.7,96.7
0,Darius Johnson-Odom,22.74,188,97,0,3,34,97.06,32.9,20.1,0.568,2.3,10.1,6.1,17.7,1.6,0.4,12.7,27.2,0.167,6.8,10.6,23.7,3.9,10.1,6.4,8.3,1.1,4.9,6,4.7,1.6,0.2,4,3.4,31.5,111.9,99.9
1,Robbie Hummel,23.3,203,97,0,5,35,100,32.2,25.7,0.54,5.5,24.3,14,12.6,1.3,4.2,5.7,26.3,0.197,9.4,10.7,25.5,4,10.3,6.2,7.5,3,10.8,13.8,3.6,1.3,2.3,1.8,4,31.5,120.1,101.6
0,Marcus Denmon,22.27,190,83,1,4,35,100,34.6,25.6,0.621,3.9,15.1,9.6,11.5,2.7,0.1,7.6,23.6,0.221,10,9.9,21.6,4.9,12.1,6,6.7,1.7,7,8.8,3.7,2.7,0,2,1.7,30.8,129.7,101.5
1.5,Robert Sacre,23.05,213,117,0,5,33,100,26.3,22.3,0.595,9.9,20.2,15.1,5.7,0.8,5.8,15.7,22.9,0.194,4.6,8.1,15.9,0,0.1,10.4,13.7,4.6,9.8,14.4,1.7,0.8,3.3,4.2,5,26.6,116.8,95.1
3.5,Andrew Wiggins,19.33,203,90,1,1,35,100,32.8,21.4,0.563,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3,0.17,8.3,9.6,21.4,2.2,6.4,8.9,11.5,3.9,6.6,10.4,2.7,2.1,1.7,4.1,4.8,30.3,116.1,102.8
2.5,Jabari Parker,19.28,203,106,1,1,35,100,30.7,28.4,0.558,11.4,23.1,17.1,8.6,2.1,4,11.9,32.7,0.205,7.6,13.5,28.4,2.2,6,9.1,12.2,6,11.5,17.4,2.3,2.1,2.5,4.6,4.7,38.2,115,99.3
4.5,Joel Embiid,20.28,213,113,0,1,28,71.43,23.1,28.2,0.655,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,0.213,11.9,9.6,15.4,0.1,0.5,8.8,12.9,5.9,14.6,20.5,3.4,2.3,6.5,5.9,8.5,28.2,116.6,90.9
3.5,Aaron Gordon,18.77,206,102,1,1,38,100,31.2,20.4,0.503,10.4,19.3,14.9,13,1.8,3.4,10.5,23.2,0.183,8.4,9.9,20.1,0.8,2.4,4,9.5,5.4,10.6,15.9,3.9,1.8,2.1,2.9,4.7,24.7,108.9,88.6
3.5,Marcus Smart,20.3,193,99,0,2,31,100,32.7,26.9,0.552,5.1,14.9,10.2,30.1,5,1.9,14,29.2,0.22,12,9.2,21.9,2.8,9.3,10.3,14.2,2.5,7.9,10.4,8.4,5,1,4.7,5.2,31.6,114.3,92.3
4,Julius Randle,19.57,206,113,0,1,40,100,30.8,24.5,0.567,13.3,24.7,19.2,10,1,2.6,16.1,25.4,0.191,7.5,9.6,19.2,0.1,0.9,10,14.2,6.8,13.6,20.5,2.8,1,1.5,5,4.5,29.5,115.9,97.8
1.5,Nik Stauskas,20.71,198,92,0,2,36,100,35.6,22.7,0.642,1.6,8.8,5.3,18.8,1,0.9,12,24.4,0.193,9.3,9.2,19.7,4.6,10.4,8.4,10.2,0.7,4.5,5.2,5.9,1,0.5,3.3,2.3,31.5,127.9,109
2,Noah Vonleh,18.84,208,108,0,1,30,96.67,26.5,22.2,0.604,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,0.182,6.6,8.3,15.8,1.2,2.4,7,9.8,5.2,14.5,19.7,1.3,1.9,3,4.7,5.9,24.8,113,91.7
2.5,Elfrid Payton,20.34,190,81,0,3,35,97.14,35.9,25.2,0.551,7.1,11.7,9.4,32.9,3.6,1.7,17.2,27.6,0.177,6.8,10.6,20.8,0.6,2.4,8.2,13.5,3.6,5.8,9.4,9.3,3.6,0.9,5.7,3.7,30.1,113.7,102.5
2.5,Doug McDermott,22.48,203,102,0,4,35,100,33.7,32.8,0.644,6.4,17.8,12.6,11.5,0.4,0.5,7.9,36.2,0.261,10.9,17.1,32.5,5,11.1,9.2,10.7,3,9.7,12.7,2.9,0.4,0.3,3.2,3.5,48.4,127.4,106
4,Zach LaVine,19.29,196,81,0,1,37,2.7,24.4,14.6,0.545,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,0.111,2.9,8,18.2,3,8.1,3,4.3,1.1,4.8,5.9,4.2,2.1,0.4,2.7,4.6,22.1,109.1,104.8
3,T.J. Warren,20.8,203,105,0,2,35,100,35.4,31.3,0.574,10.8,12.7,11.8,8.6,3.1,1.8,9.9,35.5,0.209,10.8,17,32.5,1.5,5.8,7.8,11.3,5.6,6.8,12.4,2,3.1,1,4.1,4.8,43.4,116.6,103.6
0,Adreian Payne,23.35,208,111,0,4,31,90.32,28.1,25.1,0.607,6.8,22.9,15.2,10.2,1,3.8,13.1,28.9,0.2,7.5,12.4,24.7,3.1,7.2,7.6,9.6,3.3,12.3,15.7,2.9,1,2,4.4,5.6,35.5,116.5,97.6
1,James Young,18.86,198,97,0,1,40,97.5,32.4,16.6,0.536,3.7,11,7.5,10.8,1.4,0.6,12.3,23.4,0.145,6.1,8.6,21.1,3.8,11,5.9,8.3,1.9,6.1,8,3.1,1.4,0.4,3.5,3.9,26.8,114.8,104.3
1.5,Tyler Ennis,19.84,188,81,0,1,34,100,35.7,21.3,0.511,2.6,9,5.7,32.3,3.9,0.7,11.9,21.9,0.18,8.7,8.1,19.6,1.6,4.6,6.2,8.1,1.5,4.8,6.3,10.2,3.9,0.3,3.2,3.8,24,117.4,98.7
3,Gary Harris,19.78,193,95,0,2,35,97.14,32.3,22.5,0.561,4,10.2,7.3,16.8,3.4,1.6,10.3,26.8,0.188,10.3,10.5,24.4,4.3,12.3,6.2,7.6,2,5.5,7.5,5,3.4,0.8,3.2,3.9,31.4,116.9,99.3
1,Mitch McGary,22.05,208,115,0,2,8,50,24.8,26.2,0.572,15.5,27.1,21.5,12.6,4.9,3.2,16.4,22.5,0.208,8.6,9.7,17.8,0,0.6,5.2,7.8,7.4,13.9,21.3,3.9,4.9,1.9,4.2,8.1,24.6,116.3,91.3
0,Jordan Adams,19.96,196,99,0,2,36,100,30.1,28.3,0.603,7.5,13.1,10.4,14.7,5,0.6,9.4,26.5,0.237,11.5,11,22.6,2.7,7.7,8.3,10,3.5,6.6,10.1,4.4,5,0.3,2.9,4.1,33,125.1,96.9
2.5,Rodney Hood,21.68,203,97,0,3,35,94.29,32.9,20.1,0.59,2.9,11.7,7.2,13.2,1.3,0.8,10.2,23.8,0.17,7.2,10.2,21.9,3.8,9,5.8,7.2,1.5,5.8,7.3,4,1.3,0.5,2.9,4.8,29.9,122.5,107
2,Shabazz Napier,22.95,185,81,0,4,40,100,35.1,25.5,0.591,3.4,15,9.7,30.8,3.2,1,15.8,27.5,0.226,12,9.3,21.6,3.8,9.3,9,10.3,1.7,8.5,10.2,8.5,3.2,0.6,5,3.7,31.3,118.9,94.9
1,P.J. Hairston,21.5,198,99,0,2,34,41.18,23.6,27.1,0.586,8.4,12.5,10.2,11.2,3,1.7,8.4,27,0.228,12.4,11,25.6,6.2,15.6,6.1,7.9,4.5,5.7,10.2,3.2,3,1,2.7,4.4,34.4,123.2,98.1
1,C.J. Wilcox,23.49,196,88,0,4,32,96.88,34.9,22,0.598,2.3,10.6,6.4,15.4,1.7,2.8,9.9,24.6,0.159,8.4,10.3,22.7,4.7,12,5.4,6.2,1.1,5.1,6.2,4.2,1.7,1.7,2.8,3.9,30.7,121.9,110
1,Josh Huestis,22.52,201,104,0,4,36,100,35.2,17.3,0.51,8.8,18.4,13.7,6.8,1,5.9,9.8,18,0.126,5.3,7.4,16.3,1.2,3.6,3,4.8,4.3,9.6,13.9,2,1,3.3,2,3.6,18.9,110.2,100.7
3,Kyle Anderson,20.76,206,104,0,2,36,100,33.2,24.7,0.566,4.5,25.5,15.4,34.3,3.1,2.7,19.1,24.1,0.189,10.9,8.6,18,1.3,2.8,6.5,8.9,2.1,12.9,15,11.1,3.1,1.3,5.3,2.9,25.2,113.4,95.4
1.5,K.J. McDaniels,21.37,198,90,0,3,36,97.22,33.7,28.4,0.566,8.8,15.9,12.5,12.8,2.3,8.9,13.3,29.1,0.221,12.9,11.5,25.1,2.3,7.6,8.5,10.1,4.7,9.3,14.1,3.1,2.3,5.5,4.6,4.4,33.9,114.4,90.8
2.5,Joe Harris,22.8,198,102,0,4,37,100,28.8,18.7,0.565,2.7,9.8,6.3,18.1,2.2,0.9,10.9,23.3,0.187,8.6,9.2,21,4.5,11.2,4.5,7.1,1.4,5.4,6.8,5.2,2.2,0.5,3,5.5,27.5,116,94.7
1,Cleanthony Early,23.19,203,99,0,2,36,100,27.4,26.5,0.627,5.9,18.6,12.5,6.4,1.8,3.3,12.9,28.8,0.246,9,11.8,24.3,4.1,11.1,9.5,11.3,3,10.4,13.4,1.7,1.8,1.8,4.4,5.2,37.2,121.3,91.4
1,Jarnell Stokes,20.46,203,117,0,3,37,100,32.4,27.6,0.576,15.3,23.1,19.2,13.7,1.4,2.9,13.7,24.6,0.227,9.5,10.6,19.9,0,0,8.5,12.2,8.2,12.6,20.8,4,1.4,1.8,4.1,3.9,29.6,121.9,95.4
1,Johnny O'Bryant,21.07,206,116,0,3,34,100,30,18.7,0.526,10.8,16.6,13.7,11.5,1,2.9,17.8,28.5,0.106,1.3,11.3,22.9,0.1,0.2,6.6,10.4,5.7,8.9,14.6,3.1,1,1.7,6,6,29.2,101.1,102.7
0,DeAndre Daniels,22.19,206,88,0,3,38,100,29,20,0.559,6.3,16.9,12,3.6,1.4,5.2,11.2,24.2,0.16,5.6,10.4,22.2,2.8,6.6,3.9,4.9,3,9.6,12.6,0.9,1.4,3,3.1,5,27.4,110,95.6
3,Spencer Dinwiddie,21.22,198,90,0,3,17,100,31.1,24.8,0.667,1.8,9.6,5.8,26.3,2.9,0.8,13.8,21,0.231,10.1,6.9,14.8,2.9,7.1,11.5,13.4,0.9,5,5.9,7.2,2.9,0.5,3.4,3.6,28.2,135.3,102
3.5,Jerami Grant,20.29,203,95,1,2,32,62.5,31.4,21.6,0.547,9.1,17.2,13,9.4,1.7,2.5,9.5,21.1,0.185,6.4,8.8,17.6,0,0.3,7.9,11.7,5.1,9.2,14.3,2.9,1.7,1.2,2.4,4.9,25.4,120.4,98.7
2,Glenn Robinson III,20.46,198,99,1,2,37,100,32.3,18.9,0.566,6,11.5,8.8,7.6,1.9,1,9.7,22.3,0.142,5.3,9.8,20,1.8,5.8,4.7,6.2,2.9,5.9,8.8,2.4,1.9,0.6,2.5,3,26,116.2,105.9
1,Nick Johnson,21.51,190,90,1,3,38,100,33.1,21.5,0.549,3,11.1,7.2,17.6,2.1,2,10.2,26.3,0.212,10.7,10.2,23.5,3.1,8.4,7.3,9.3,1.5,6.1,7.7,5.3,2.1,1.2,3.2,3.8,30.7,117,92.4
1.5,Markel Brown,22.4,190,86,0,4,34,100,35.3,22,0.591,3.5,12.9,8.4,16.9,1.6,3.1,10,23.1,0.191,8.9,9.1,19.3,2.6,6.9,7.1,9.3,1.7,6.8,8.6,4.7,1.6,1.7,2.6,4.1,28,121.7,100.4
3,Dwight Powell,22.93,208,108,0,4,36,100,32.4,19.7,0.527,7.3,17.3,12.5,20.4,2.4,2.8,17.8,26,0.131,5.7,8.9,19.4,0.5,2,7.4,10.8,3.6,9,12.6,5.7,2.4,1.5,5.3,5.8,25.8,104.3,99.6
3,Jordan Clarkson,22.05,196,87,0,4,35,100,35.1,20.2,0.547,2.9,9.3,6.4,23.3,1.9,0.6,14.3,27.9,0.142,4.3,10.4,23.1,1.6,5.6,8,9.7,1.4,5.3,6.6,5.8,1.9,0.3,4.6,3.8,30.3,112.7,108.2
0,Russ Smith,23.18,183,74,0,4,37,97.3,29.3,26.2,0.576,2.9,9.6,6.2,31.6,4,0.4,15.2,30.7,0.249,11.5,12,25.7,3.7,9.7,8.2,11.6,1.6,5,6.5,9.2,4,0.2,5.6,4.9,36,116.9,89.8
1,Lamar Patterson,22.87,196,102,0,5,36,100,32.6,24.2,0.569,3.8,14.4,9.2,29.9,2.8,1.2,14.7,29.1,0.2,11.4,11,25,4.4,11.2,7.2,9.5,1.9,7.6,9.5,8.4,2.8,0.7,5.1,4,33.6,115.4,97.7
1,Cameron Bairstow,23.55,206,113,0,4,34,100,32.9,29,0.611,8.5,16.5,12.8,11.8,1,4.9,10.7,29.9,0.232,9.7,12.9,23.2,0.1,0.2,11.9,16.2,4.1,9.5,13.7,2.9,1,2.8,3.7,3.9,37.8,122.9,99.6
0,Alec Brown,21.92,216,106,0,4,30,100,30.3,22.7,0.569,8.5,12.8,10.8,7,1,10.9,13.8,26.2,0.17,4.7,10.7,22.5,2.7,6.5,5.7,7.9,4.1,7,11.1,1.9,1,6.1,4.2,4.4,29.9,110.2,95.1
1,Semaj Christon,21.65,190,86,0,2,34,100,35.3,19.1,0.544,1.5,7.4,4.6,25.3,2.3,0.8,14.3,26.9,0.133,5.2,10.2,21.3,1,2.5,8,11.9,0.8,3.9,4.6,7.2,2.3,0.4,4.5,3.7,29.3,109.9,106.4
1,Devyn Marble,21.76,198,90,1,4,33,100,30.2,22.6,0.528,2.9,8.6,5.9,23.6,3.5,0.8,9.7,28.4,0.187,9,10.5,25.1,3,8.6,8.2,11.4,1.5,4.6,6.1,6.8,3.5,0.4,3.3,3.7,32.2,116.2,100.8
2,Jordan McRae,23.24,196,90,0,4,37,100,32.2,24,0.565,2.6,10,6.3,17.6,1.3,3.3,11.2,30.4,0.21,10.5,11.9,27.4,4.2,12,8.9,11.3,1.4,5.5,6.9,4.9,1.3,2,4.1,4.2,37,119.2,100.7
0,Xavier Thames,23.43,190,88,0,5,36,100,31.3,26.5,0.557,2.1,8.5,5.3,23.7,3.3,0.5,8.2,28.6,0.267,12.4,10.4,25.4,3.4,9.1,10.9,13.1,1.2,4.6,5.8,6.4,3.3,0.3,2.8,3.9,35.2,124.8,91.6
1,Cory Jefferson,23.5,206,99,0,5,38,100,29,23.8,0.553,11.6,21,16.4,7.4,0.8,4.7,9.8,24.2,0.179,6.3,10.4,20.8,0.8,2.1,7.7,12.1,6,11.6,17.6,2.1,0.8,2.8,2.9,4.7,29.3,119.9,102.7
4,Karl-Anthony Towns,19.61,211,113,0,1,39,100,21.1,31.4,0.627,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,0.311,14.3,11.1,19.5,0.2,0.6,8.3,10.2,7,12.9,19.9,3.4,1.4,6.7,4,8.8,30.6,126.8,78.1
3.75,D'Angelo Russell,19.33,196,81,0,1,35,97.14,33.9,26.6,0.573,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,0.229,11.9,11.8,26.3,4.8,11.8,6,8,1.8,8.3,10.1,8.9,2.8,0.6,5.2,3.8,34.4,115.7,94.5
1.5,Jahlil Okafor,19.53,211,122,0,1,38,100,30.1,30.7,0.641,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,0.235,10.4,14.8,22.3,0,0,5.3,10.3,7.1,10,17.1,2.6,1.5,2.9,5,4.3,34.9,119.9,95.4
2,Willie Cauley-Stein,21.85,213,108,0,3,39,97.44,25.9,23.8,0.588,11.1,17.3,14.5,7.4,2.9,7.1,13.9,17.8,0.239,12.6,8.4,14.6,0,0,4.9,7.9,5.5,10,15.6,2.4,2.9,4.2,3,4.8,21.6,119.8,80
1.5,Stanley Johnson,19.07,198,102,0,1,38,97.37,28.4,22.5,0.551,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,0.212,9.4,9.7,21.7,2.4,6.5,7.3,9.9,4.2,9.6,13.7,3.5,3.2,0.8,4.6,5.6,29.1,111.1,87.6
2,Frank Kaminsky,22.22,213,109,0,4,39,100,33.6,34.4,0.628,6,25.7,16.1,18.4,1.7,4.5,9.8,28.6,0.299,16.2,13.7,25,2.2,5.2,8,10.3,3,13.4,16.4,5.3,1.7,2.9,3.2,3.3,37.6,129.6,92.6
2,Justise Winslow,19.25,198,102,1,1,39,100,29.1,22.3,0.572,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,0.196,10,9.2,19,2.5,5.9,5.3,8.3,2.6,10.9,13.5,4.4,2.8,1.8,3.8,5.8,26.3,115.2,92.8
3.5,Myles Turner,19.25,211,108,0,1,34,20.59,22.2,25.5,0.556,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,0.213,9.3,9.9,21.6,1.4,5.2,7.9,9.4,3.7,15,18.7,1.7,0.8,7.5,4,6.9,29.1,112.6,86.3
2.5,Trey Lyles,19.64,208,106,0,1,36,58.33,23,19.8,0.543,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8,0.213,8,8.9,18.2,0.3,2.2,5.7,7.7,4.9,9.3,14.2,2.9,1.4,1.2,3.1,4.3,23.7,115.9,86.3
4.5,Devin Booker,18.65,198,93,1,1,38,0,21.5,19.4,0.6,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,0.219,9.4,10.4,22.1,4.5,10.8,4.1,4.9,1.3,4.5,5.8,3.2,1.3,0.2,2.8,4.5,29.3,123.1,92.2
2.5,Cameron Payne,20.88,188,81,0,2,35,100,32.2,30.1,0.573,2.2,10.6,6.6,40,3.6,1.6,12.4,31.5,0.258,9.9,12.9,28.3,4.4,11.7,7,8.9,1.1,5.7,6.8,11,3.6,0.9,4.6,3.8,37.2,122.5,99
3,Kelly Oubre Jr.,19.54,201,90,0,1,36,75,21,21.1,0.555,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,0.18,8.8,8.7,19.7,2.7,7.5,6.3,8.7,3.3,10.9,14.2,2.2,3.3,1,3.4,5.6,26.4,112,92.6
3,Terry Rozier,21.27,185,86,0,2,36,97.22,35,22.1,0.509,3.8,13.9,8.8,19.7,3.5,0.5,11.6,27.8,0.191,9.4,10.4,25.2,2.3,7.6,6.7,8.5,2.1,7.6,9.7,5.2,3.5,0.3,3.8,3,29.8,108.3,90.4
0,Rashad Vaughn,18.86,198,95,0,1,23,100,32.3,20.2,0.547,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,0.132,4.5,11.9,27.1,4.5,11.7,5.6,8.1,1.2,8,9.2,3,1.5,0.7,4.1,4.5,33.9,103.6,100.4
1.5,Sam Dekker,21.14,206,104,0,3,40,100,31,25.5,0.605,8.4,14.8,11.7,8.6,1.1,1.5,7.3,23.2,0.225,10.4,11.6,22,2.7,8.2,4.3,6.1,4.2,7.8,11.9,2.7,1.1,1,2,2.3,30.2,128.6,99.8
1.5,Jerian Grant,22.71,196,92,1,4,38,100,37.1,25.5,0.592,1.3,8.3,5.1,33.6,2.8,1.4,13.4,24.2,0.218,9,9.1,19,2.2,7,7.6,9.7,0.6,4.5,5.1,11.3,2.8,0.8,3.7,3.3,28,125.6,104
2.5,Delon Wright,23.16,196,80,1,2,35,100,33.3,29.2,0.619,4,13.7,9.3,33,4,3.2,14.2,22.8,0.289,15.5,9,17.8,1.4,4,8.4,10,1.9,7.6,9.5,9.8,4,1.9,3.7,2.7,27.9,129.8,87.7
1.5,Justin Anderson,21.6,198,102,0,3,26,84.62,27.8,23.8,0.61,3.1,14.4,9,14,1.6,2.5,10.7,23.3,0.241,12.7,9.7,20.8,4.4,9.8,6,7.7,1.6,8.3,9.9,4.2,1.6,1.3,2.9,2.8,29.9,123.5,89.4
3,Bobby Portis,20.37,211,109,0,2,36,100,29.9,29.5,0.582,13.6,20.2,16.8,8.8,2.1,4.8,9.4,26.7,0.227,8.9,13.3,24.7,0.7,1.6,6.1,8.3,7.1,10,17,2.2,2.1,2.7,3,4.1,33.3,122,96.9
2.5,Rondae Hollis-Jefferson,20.47,201,97,0,2,38,65.79,28.7,21.8,0.573,9,20.1,14.8,10.1,2.4,3.4,13.7,20.5,0.218,9.4,7.6,15.2,0.3,1.6,8,11.3,4.2,10.1,14.3,3.3,2.4,1.8,3.3,5.2,23.6,118.5,87.8
2.5,Tyus Jones,19.12,185,86,1,1,39,100,33.9,20.4,0.575,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,0.196,9.3,6.2,14.9,2.2,5.7,6.6,7.4,0.9,5.4,6.3,10,2.7,0.1,3.5,2.1,21.2,125,99.2
1.5,Jarell Martin,21.09,208,107,0,2,33,96.97,35.1,21.6,0.565,9.7,18.1,14.1,10.5,1.9,1.8,15.7,24.8,0.174,4.7,10,19.7,0.7,2.6,6.9,10.1,4.9,10.3,15.1,2.9,1.9,1.1,4.6,4.6,27.7,109.8,94.2
3,Larry Nance Jr.,22.48,203,106,1,4,31,96.77,34.9,25.3,0.581,6,21.1,14.1,20,2.3,4.3,14,28.5,0.199,7,11.7,22.8,0.9,2.7,7.2,9.2,2.8,11.4,14.2,4.8,2.3,2.3,4.4,4.4,31.6,109.6,90.6
1,R.J. Hunter,21.67,198,86,0,3,35,100,37,25.8,0.552,2.8,12.5,7.9,20.3,3.6,3.6,11,29.6,0.215,7.1,9.8,24.7,3.8,12.6,9.7,11.1,1.3,6.6,7.9,6.1,3.6,1.7,3.7,4.1,33.1,115.4,95.5
1,Chris McCullough,20.38,208,99,0,1,16,100,28.1,18.9,0.508,9,18.5,13.8,8.2,3.6,8.5,19.3,20.7,0.126,5.2,7.3,15.2,0.1,0.1,5.4,9.6,4.8,10,14.8,2.4,3.6,4.4,4.7,5.5,20.1,95.7,88.6
3,Kevon Looney,19.38,206,99,1,1,36,100,30.9,21.9,0.532,12.2,21,16.6,9.1,2.5,3.3,10.3,19.7,0.172,7,8.1,17.1,1.2,2.8,4.9,7.8,6.5,11.2,17.7,2.7,2.5,1.7,2.4,5.6,22.2,116.5,97
3,Montrezl Harrell,21.41,203,106,0,3,35,100,35.1,24.8,0.588,10,19.1,14.5,9.2,1.6,3.7,12.9,22.3,0.214,9.5,10.6,18.7,0.4,1.8,5.7,9.5,5.5,10.4,15.9,2.4,1.6,2.1,3.4,3.7,27.3,117.4,90.3
1,Jordan Mickey,20.96,203,106,0,2,31,100,34.9,21.7,0.533,10.5,19.6,15.3,7.6,1.5,9.6,18.4,25,0.143,4.8,10.1,20.1,0.1,0.5,5,7.8,5.3,11.1,16.4,2.1,1.5,6,5.4,4.3,25.4,99.7,90.2
