NBA Career Score,Name,Age,Height,Weight,NBA Connection,Seasons Played (College),G,GS%,MPG,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS/40,BPM,FG/100,FGA/100,3P/100,3PA/100,FT/100,FTA/100,ORB/100,DRB/100,TRB/100,AST/100,STL/100,BLK/100,TOV/100,PF/100,PTS/100,ORtg,DRtg
3.25,Tyler Herro,19.43,196,88,0,1,37,100,32.6,19.4,0.58,1.6,13.9,8.2,15,2,1.1,11.8,21.4,0.181,8.9,9.2,19.8,3,8.3,4.3,4.6,0.7,7.4,8.2,4.5,2,0.6,3,2.3,25.6,119.7,98.1
1.5,Romeo Langford,19.67,198,97,0,1,32,100,34.1,19.9,0.542,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,0.148,6.5,9.5,21.2,1.8,6.7,7.5,10.4,2.4,6.8,9.2,4,1.3,1.4,3.7,3.2,28.4,109.2,100.9
2,Chuma Okeke,20.85,203,104,0,2,38,100,29.1,24.5,0.597,10.7,16.8,13.7,12.5,3.6,5.5,14.7,20,0.2,11.1,8.8,17.7,2.9,7.4,3.4,4.7,5.5,8.1,13.6,3.8,3.6,2.4,3.5,3.7,23.9,121.2,95.2
2.5,Nickeil Alexander-Walker,20.81,196,92,1,2,34,100,34.3,21.9,0.586,1.8,13,7.6,24.6,3.4,2.3,17.1,26.5,0.189,8.9,10.1,21.3,3.1,8.2,6,7.7,0.9,6.5,7.4,7.2,3.4,1,5.2,4.1,29.3,111.9,94.6
2.5,Matisse Thybulle,22.31,196,88,0,4,36,100,31.1,19.9,0.542,3,9,6,13.5,6.7,8.4,17.9,17.2,0.154,11.6,5.9,14.3,2.4,8,3,3.6,1.4,4.5,5.9,4.1,6.7,4.4,3.5,5.3,17.4,104.7,88
2.5,Brandon Clarke,22.76,203,97,0,4,37,97.3,28.1,37.2,0.699,13.9,19.6,17.1,12.3,2.3,11.3,11.3,23.9,0.337,16.3,13.8,20.1,0.2,0.8,5.8,8.4,6.1,10.9,17,3.8,2.3,6.3,3.1,4.2,33.6,137.9,84
3,Grant Williams,20.57,201,107,0,3,37,100,31.9,30.6,0.646,8.5,17.4,13.3,18.5,2,5.4,13.4,26.4,0.267,12.7,11.4,20.2,0.7,2.2,10.4,12.7,4,9.6,13.6,5.7,2,2.7,4,5.4,33.9,128.7,96.3
2,Ty Jerome,21.96,196,88,0,3,37,100,33.9,22.9,0.555,1.8,13.1,7.8,32.6,3,0.1,11.9,23.4,0.228,11.5,9.3,21.4,4.1,10.4,3.5,4.8,0.9,7.3,8.2,10.6,3,0.1,3.2,3.4,26.3,120.4,92.2
2,Nassir Little,19.37,198,99,0,1,36,0,18.2,20,0.549,9.2,16.8,13,6.4,1.5,3.3,13,25.2,0.163,5.1,10.5,22,1.1,4.2,6.2,8,4.6,8.8,13.3,1.9,1.5,1.5,3.9,4.7,28.4,110.1,96.8
1,Dylan Windler,22.75,203,90,0,4,33,100,33.2,30.4,0.681,6.8,27.3,17.7,13.6,2.3,1.7,11.8,25.7,0.262,10.3,11.9,22.1,4.9,11.4,5.7,6.7,3.1,14.4,17.5,4.1,2.3,0.9,3.4,3.4,34.5,129.1,94.7
0.5,Mfiondu Kabengele,21.86,208,113,1,2,37,0,21.6,28.9,0.593,11.5,20.1,15.8,3.2,1.5,8.3,10.4,28.5,0.242,9.6,11.8,23.6,1.7,4.7,9.9,13,5.7,10.2,15.9,0.8,1.5,4,3.5,6.9,35.3,120.5,92.9
3.25,Jordan Poole,20.02,196,88,0,2,37,100,33.1,16,0.573,0.8,9.3,5.2,13,2,0.7,12.2,20.9,0.16,7.2,8.1,18.5,3.8,10.2,3.8,4.5,0.4,5.1,5.5,4,2,0.4,2.9,3.7,23.6,109.5,93.2
3,Keldon Johnson,19.7,198,95,0,1,37,97.3,30.7,18.5,0.558,5.5,16.5,11.3,10.4,1.5,0.6,11.8,22.7,0.171,6.7,9,19.5,2.4,6.2,5.7,8.1,2.6,8.8,11.3,3.1,1.5,0.3,3.1,4.3,26,115.7,98.3
2.5,Kevin Porter Jr.,19.14,198,98,0,1,21,19.05,22.1,16.2,0.559,4.8,15,10,12,2.1,2.6,17.9,23.3,0.1,3.3,9,19.1,3.4,8.3,2.9,5.6,2.4,7.8,10.2,3.6,2.1,1.3,4.7,5.3,24.3,100.2,101
3.25,Nic Claxton,20.19,211,99,1,2,32,100,31.6,21.2,0.533,8.4,20.6,14.9,12.2,1.9,8,14.7,22.1,0.137,5.5,7.7,16.7,1,3.6,6.9,10.8,4,11.3,15.4,3.3,1.9,4.5,3.8,5.1,23.3,108.1,99.5
0.5,KZ Okpala,20.16,206,97,0,2,29,100,32.7,18.1,0.543,4.1,14.9,9.7,13,1.7,1.4,15.6,27.3,0.123,3.2,10,21.5,1.9,5.1,6.8,10.2,2,7.7,9.7,3.4,1.7,0.9,4.9,4.3,28.6,103.6,101.2
1,Carsen Edwards,21.29,185,90,0,3,36,100,35.4,23.2,0.541,1.3,10.6,6,18.3,2.3,1,12.3,37.3,0.176,8.5,13.1,33.4,6.4,18,8.8,10.5,0.7,5.5,6.2,4.9,2.3,0.5,5.4,3.5,41.5,109.9,103.4
2,Bruno Fernando,20.86,208,108,0,2,34,97.06,30,27.2,0.653,12,27.4,20.2,14.4,1.3,7,21.2,22.6,0.214,10,10.2,16.8,0.2,0.6,6.6,8.5,5.9,15.4,21.3,4,1.3,3.8,5.6,5.4,27.2,117.9,92.1
2.5,Cody Martin,23.74,201,92,1,5,34,100,34.4,19.1,0.594,3.1,11.1,7.2,25.9,2.2,2.2,15.6,17.3,0.185,7,7.3,14.4,1.6,4.6,3.6,4.7,1.5,5.8,7.3,8.1,2.2,1.1,3.1,4.2,19.8,121.1,96.1
3,Daniel Gafford,20.73,211,105,0,2,32,100,28.7,28.7,0.652,11.1,22.5,16.8,6,1.8,8.7,15.5,26,0.199,8.3,13,19.7,0,0,6.9,11.7,5.5,11.3,16.8,1.4,1.8,3.9,4.6,5.3,32.9,116.3,95.7
1,Justin James,22.41,201,86,0,4,32,100,38.2,21.5,0.515,3.2,22.4,13.1,33,2.2,1.7,16.3,35.6,0.096,2.7,10.6,26,2.3,7.9,9.3,12.6,1.5,11.2,12.7,6.6,2.2,0.8,6.2,3.2,32.9,97.9,104
2,Eric Paschall,22.64,203,115,0,5,36,100,36.1,19,0.57,4.2,16.1,10.1,12.9,1.2,1.6,13.6,24.7,0.143,4.8,9.2,20.6,3.3,9.5,6.4,8.6,2.2,8.3,10.4,3.6,1.2,0.8,3.9,3.6,28.1,112.4,104.6
1.5,Admiral Schofield,22.24,198,109,0,4,37,100,31.8,20.1,0.562,4.5,16.4,10.9,12,1.6,1.7,11.4,26.2,0.156,6.3,11.7,24.6,3.6,8.7,2.9,4.2,2.1,9,11.1,3.7,1.6,0.8,3.4,4.6,29.9,110.6,99.6
2,Jaylen Nowell,19.96,193,90,0,2,36,100,34.4,20.3,0.592,3.5,14.9,9.3,20.8,2.2,0.8,17.7,25.3,0.162,4.9,10.4,20.8,2.4,5.6,4.5,5.8,1.7,7.4,9.1,5.4,2.2,0.4,5.1,3.9,27.9,110.3,98.5
1.5,Bol Bol,19.61,218,106,1,1,9,100,29.8,37.5,0.632,8.7,29,19.2,9.6,1.6,12.4,10.7,33.4,0.271,13,16.9,30.1,3,5.7,6.4,8.4,4.3,15.3,19.6,2.1,1.6,5.5,4.1,3.4,43.1,118.2,86.7
2.5,Isaiah Roby,21.39,203,104,0,3,35,100,31.2,19.7,0.532,6.6,17.7,12.1,12.5,2.4,6.4,15.2,21.6,0.14,6.7,8.1,17.7,1.5,4.6,4.9,7.2,3.6,9.6,13.2,3.7,2.4,3.6,3.8,6.1,22.5,105.6,96
1,Talen Horton-Tucker,18.58,193,105,0,1,35,97.14,27.2,17.2,0.488,2.9,16.7,10.2,16.2,2.8,2.7,12.4,26.2,0.114,4.2,9.5,23.5,3,9.8,3.4,5.4,1.4,9.1,10.5,5.1,2.8,1.4,3.7,4.9,25.5,100,98.2
3,Ignas Brazdeikis,20.46,201,97,0,1,37,100,29.6,21.4,0.573,4.6,16.1,10.5,6.1,1.5,1.7,8.8,26.1,0.201,8.9,10.5,22.7,3.1,8,6.5,8.4,2.4,8.8,11.2,1.7,1.5,1,2.6,4.4,30.6,113.1,91
0.5,Terance Mann,22.68,201,97,0,4,37,97.3,31.7,18.9,0.603,9.1,14.3,11.7,15.6,1.2,1.2,15.7,17.5,0.174,7.7,7.2,14.3,1.5,3.8,4.8,6.1,4.5,7.3,11.8,4.6,1.2,0.6,3.2,4.1,20.7,122.5,99.7
1,Quinndary Weatherspoon,22.79,193,92,0,4,34,100,34,24,0.622,4.7,11.6,8.2,16.6,2.9,1,16.4,26.1,0.185,8.1,10.7,21.1,2.8,7,7.5,9.2,2.3,5.7,8,4.8,2.9,0.5,5,3.6,31.7,119.3,104.3
1.5,Jarrell Brantley,23.05,201,115,0,4,33,100,34,28.2,0.598,6.6,24.2,15.6,15.9,2.5,3.3,13.7,30,0.207,5.1,12.8,24.7,2,6.2,6.9,8.8,3.1,11.8,14.9,4.3,2.5,1.6,4.6,4.8,34.4,115.7,98.8
2.5,Tremont Waters,21.45,180,79,0,2,33,87.88,32.4,21.8,0.547,1.1,8.6,4.8,34,5.1,0.4,19.8,25.7,0.156,8.9,9.1,21.2,3,9,5.5,6.8,0.5,4.3,4.9,10.2,5.1,0.2,6,3.4,26.7,109,99.7
0.5,Jalen McDaniels,21.4,208,88,1,2,34,100,31,20.7,0.525,7.3,22.6,15.1,16.2,2.1,1.8,13.7,28.7,0.151,3.3,11.7,25.1,1.3,4.1,5.1,7,3.7,11.8,15.5,4,2.1,0.9,4.5,5.5,29.8,103.9,95.1
0.5,Justin Wright-Foreman,21.66,188,86,0,4,35,100,37.7,28.9,0.637,1.2,11.5,6.6,17.4,1.3,0.6,10.9,33,0.223,6,14.6,28.6,4.9,11.5,7.9,9.1,0.5,5.7,6.3,4.5,1.3,0.3,4,3,42,123.8,108.7
1,Marial Shayok,23.92,198,89,0,5,34,100,32.9,22.5,0.612,5.1,11.6,8.6,12.2,1.7,0.8,14.9,28.2,0.166,6.4,12,24.2,3.7,9.7,5.7,6.5,2.5,6.3,8.8,3.5,1.7,0.4,4.8,3.7,33.4,114,104.1
1,Kyle Guy,21.87,188,79,0,3,38,100,35.4,20.4,0.609,2.7,12.6,7.9,11.9,1.3,0.2,9.9,22.7,0.201,10.2,9.7,21.6,5.9,13.8,3.4,4.1,1.3,7,8.4,3.8,1.3,0.1,2.6,1.9,28.7,121.6,96.4
0.5,Jaylen Hands,20.36,190,81,0,2,33,100,31.2,18.5,0.537,1.3,10.5,6.1,36.5,2.3,0.5,19.5,24.6,0.117,4.6,8.3,20.2,3.5,9.3,4.5,5.8,0.6,5.8,6.4,10.6,2.3,0.3,5.5,2.1,24.6,107.1,106.7
0.5,Jordan Bone,21.63,190,81,0,3,37,100,32.9,18.9,0.562,1.9,8.5,5.5,30.3,1.2,0.4,14.3,21.3,0.158,6,8.8,18.9,2.4,6.7,3.6,4.3,0.9,4.7,5.6,10.2,1.2,0.2,3.5,2.3,23.5,118.1,105.2
1,Miye Oni,21.89,198,95,0,3,29,96.55,31,22,0.561,2.6,18.6,11.3,20.9,1.6,4.3,14.5,28.4,0.165,4.2,10.2,23.2,3.4,9.2,6.5,8.3,1.2,10,11.1,6.3,1.6,2.3,4.6,4.8,30.4,109,98.4
0,Dewan Hernandez,22.54,211,106,0,2,32,100,25.8,22.1,0.6,9.3,20.8,15.1,3.4,1.1,4.1,12.6,21.7,0.169,4.5,10.5,18.2,0,0.2,5.1,7.4,4.6,10.6,15.2,1,1.1,2.2,3.1,4.3,26.1,116.5,98.9
4.5,Anthony Edwards,18.89,196,102,0,1,32,100,33,20.8,0.52,2.5,14.8,8.7,17.9,2.3,1.7,12.9,30.4,0.136,5.5,10.7,26.5,3.8,12.9,6.9,9,1.3,7.5,8.8,4.8,2.3,0.9,4.6,3.7,32.1,105.8,103.6
1.5,James Wiseman,19.24,216,108,0,1,3,100,23,52.7,0.76,21.8,26.5,24.4,4.4,0.8,13.6,7.2,29.1,0.434,18,15.9,20.6,0,0.8,15.1,21.4,10.3,15.1,25.4,0.8,0.8,7.1,2.4,4,46.8,149.8,80.8
2.5,Patrick Williams,18.83,203,102,0,1,29,0,22.5,19.4,0.553,6.9,14,10.5,8.4,2.5,5.6,17.1,22.2,0.154,5.5,8.4,18.2,1.4,4.4,5.5,6.5,3.3,6.9,10.2,2.5,2.5,2.6,4.4,4.1,23.6,106.9,94.1
2,Isaac Okoro,19.41,198,102,0,1,28,100,31.5,19.1,0.587,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,0.156,6.3,8.1,15.7,1.3,4.5,5.8,8.6,3.4,4.6,8,3.7,1.7,1.6,3.5,4.9,23.2,116.5,101.3
3,Onyeka Okongwu,19.54,206,111,0,1,28,100,30.6,31.1,0.645,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6,0.251,11.6,11.7,18.9,0.1,0.3,6.9,9.5,6.1,10,16.1,2,2.3,5.1,3.7,5,30.2,122.8,88.5
2.5,Obi Toppin,22.31,206,99,1,2,31,100,31.6,32.5,0.684,5.2,22,14.5,14.5,1.8,4.1,13,28.1,0.279,12.3,14.7,23.2,1.9,4.9,5.9,8.5,2.2,11.8,14,4,1.8,2.3,4.1,3.1,37.3,125.3,90.3
2.5,Jalen Smith,20.28,208,102,0,2,31,100,31.3,29.3,0.626,11.5,25.6,18.6,6,1.3,8.2,12.2,22.8,0.249,12,10.2,19,1.9,5.3,6.8,9,6,13.8,19.8,1.5,1.3,4.4,3.2,4.4,29.2,123.9,88.9
3,Devin Vassell,19.84,198,81,0,2,30,100,28.8,23.8,0.585,5.3,15.4,10.4,11.2,2.8,4.1,6.6,20,0.218,10.9,9.6,19.6,2.9,7.1,3.2,4.3,2.5,7.6,10.1,3.3,2.8,1.9,1.5,3.9,25.3,126.9,93.6
4.5,Tyrese Haliburton,20.32,196,79,1,2,22,100,36.7,25.9,0.631,4.6,13.7,9.2,35.3,3.8,2,18.7,20.1,0.187,11.7,8.7,17.2,3.7,8.7,2.6,3.2,2.3,6.8,9.1,10,3.8,1.1,4.3,2,23.6,121.5,101.1
1,Kira Lewis Jr.,19.22,190,74,0,2,31,100,37.6,19.8,0.56,2.3,10.6,6.5,27.7,2.5,1.5,17.7,24.3,0.142,5.5,9.3,20.2,2.5,6.9,4.7,5.9,1.2,5.5,6.7,7.3,2.5,0.8,5,3.6,25.8,109.8,103.5
3,Aaron Nesmith,20.69,198,96,0,2,14,100,35.7,29,0.685,2.5,13.9,8,6.9,2.3,2.6,9.3,26.3,0.207,9.7,12,23.4,6.9,13.1,5.9,7.2,1.3,6.5,7.8,1.5,2.3,1.4,2.7,4.5,36.8,127.8,106.8
3,Cole Anthony,20.11,190,86,1,1,22,90.91,34.9,17.5,0.501,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30,0.108,5.1,9.7,25.5,3.6,10.4,7.1,9.5,0.7,8.5,9.3,6.5,2.1,0.4,5.7,4.7,30.1,99.9,102.4
2.5,Isaiah Stewart,19.09,206,113,0,1,32,100,32.2,26.9,0.629,10.7,19.5,15.5,6.3,0.9,7,14.1,24.5,0.222,7.4,10.6,18.6,0.3,1.1,8.5,11,4.9,10.7,15.5,1.5,0.9,3.6,3.9,4.6,30,119.7,93.6
2,Josh Green,19.61,198,95,0,1,30,100,30.9,17.9,0.528,4.8,11.9,8.4,16,2.8,1.6,12.6,20.7,0.166,6.9,7.5,17.7,1.8,5.1,5.2,6.7,2.4,6,8.4,4.8,2.8,0.8,3,4.5,22.1,110.4,93.3
2.5,Saddiq Bey,21.21,203,97,0,2,31,100,33.9,21.6,0.608,4.5,11.4,8,14.9,1.4,1.1,10.1,22.8,0.188,8.1,9.8,20.6,4.4,9.8,3.9,5.1,2.3,6,8.3,4.2,1.4,0.7,2.6,4.3,28.1,121,101
2.5,Precious Achiuwa,20.77,206,102,0,1,31,100,30.4,23.3,0.534,11.4,24.6,18.6,7.5,2,6.4,16,27.7,0.187,5.8,10.6,21.4,0.8,2.3,6.5,10.9,5.4,14,19.4,1.7,2,3.4,5,4.2,28.4,101.3,82.5
4.25,Tyrese Maxey,19.64,190,89,0,1,31,90.32,34.5,16.3,0.531,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,0.134,4.4,8.2,19.2,1.8,6.2,5.5,6.6,0.7,6.6,7.3,5.4,1.5,0.7,3.7,4,23.7,107.1,99.6
2,Zeke Nnaji,19.46,211,108,0,1,32,100,30.7,25.7,0.63,11.5,20.3,15.9,5.8,1.3,3.3,14.6,24.1,0.229,8,10.4,18.2,0.3,1,8.8,11.6,5.7,10.3,16,1.6,1.3,1.6,4.1,4.4,29.9,120.5,92.5
3,Immanuel Quickley,21.02,190,85,0,2,30,66.67,33,20.4,0.595,2.1,11.9,7.4,11.4,1.6,0.5,10.6,23.4,0.192,7.3,8.2,19.6,3.7,8.6,8.5,9.2,0.9,6.5,7.4,3.3,1.6,0.2,2.8,4.1,28.5,121.3,99.8
3,Payton Pritchard,22.41,188,86,0,4,31,100,36.6,27.1,0.601,2.3,11.5,7.1,31.5,2.5,0.1,13.9,28.2,0.235,11.1,11.5,24.6,4.7,11.3,6.1,7.5,1.1,6,7.1,9.2,2.5,0.1,4.5,3.3,33.9,122.9,101.5
1,Udoka Azubuike,20.77,213,122,0,4,31,96.77,27.7,31.3,0.685,15.3,26.9,21.5,7.1,1,10.9,19.6,22.9,0.254,12.4,12.4,16.6,0,0,4.4,9.9,7.3,14.9,22.2,2,1,5.5,5.2,5.1,29.2,118.2,82.9
3.5,Jaden McDaniels,19.74,206,90,1,1,31,67.74,31.1,14.6,0.515,4.4,15.8,10.6,14.6,1.4,4.9,20.4,25.6,0.096,2.6,8,19.9,2.5,7.5,5.1,6.7,2,8.6,10.6,3.8,1.4,2.5,5.9,6.1,23.8,93.8,95.4
1.5,Malachi Flynn,22.13,185,83,0,4,32,100,33.4,27.7,0.583,2.3,13.3,8,30.7,3.2,0.4,10.5,26.8,0.278,11.7,10.4,23.6,4.3,11.5,6.8,7.9,1.1,7,8.1,9.2,3.2,0.2,3.2,3.2,31.9,124.5,90.3
4,Desmond Bane,22,198,97,0,4,32,100,36,22.6,0.573,4.6,16.3,10.4,26,2.5,1.6,13.8,24.4,0.183,9.8,10.4,23.1,4.9,11,2.4,3,2.4,8.3,10.7,6.6,2.5,0.9,3.9,3.7,28.1,114.5,97.6
0,Tyrell Terry,19.74,185,72,0,1,31,100,32.6,19.3,0.589,1.4,14.4,8.3,20.3,2.5,0.2,17.5,24.5,0.179,6.1,8.5,19.2,3.6,8.8,5.6,6.3,0.6,7.4,8,5.7,2.5,0.1,4.7,3.7,26.2,108,91.3
0.5,Vernon Carey Jr.,19.33,208,122,0,1,31,96.77,24.9,34.1,0.615,12,26.1,19.2,8.2,1.6,5.8,12.3,31,0.288,11.3,14.1,24.5,0.6,1.5,10.4,15.5,5.9,13.4,19.3,2.1,1.6,3.5,4.5,6,39.2,121.2,88
1,Daniel Oturu,20.76,208,108,0,2,31,100,33.9,30.7,0.612,12,23.3,17.8,7.9,1,7.1,14.7,28.8,0.226,11.1,13.5,23.9,1.1,2.9,7.2,10.2,6.6,13.2,19.8,1.9,1,4.3,5,4.7,35.3,115.1,92.9
2.5,Xavier Tillman Sr.,21.45,203,111,0,3,31,100,32.1,26.5,0.593,9.9,23.9,17.5,18.1,2.1,6.9,14.5,21,0.234,12.6,9.6,17.4,0.8,2.9,4.8,7.1,4.8,13.7,18.5,5.4,2.1,3.8,3.5,4.7,24.6,119.5,86.5
1,Tyler Bey,22.37,201,98,0,3,31,96.77,29,26.7,0.611,8.4,27.9,18.4,11.5,3.1,4.2,17.6,24.4,0.228,10.1,9.1,17.3,0.8,2,8.9,12,4.1,14.2,18.3,3,3.1,2.4,4.9,3.9,28,114,85.7
1.5,Saben Lee,21.01,188,83,1,3,32,53.12,32.9,24.3,0.58,1.9,11,6.3,31.9,2.7,0.9,16.2,29.4,0.152,5.3,10.9,22.5,2.1,6.6,8.4,11.2,1,5.2,6.1,7.3,2.7,0.5,5.4,3.1,32.3,111.3,107.9
1,Elijah Hughes,22.29,198,97,0,4,32,100,36.7,22.1,0.561,1.4,13.2,7.4,20.1,1.8,2.9,11.9,26.6,0.164,7.3,9.9,23.1,3.9,11.4,6.7,8.3,0.7,7.2,7.9,5.4,1.8,1.3,3.6,2.9,30.4,113.1,103
0.5,Robert Woodard II,20.76,201,104,0,2,31,100,33.1,18.1,0.564,8.2,14.8,11.7,7.6,2,3.4,15.7,18.2,0.128,6,7.9,15.9,1.7,4.1,2.9,4.5,3.9,7.8,11.8,2.3,2,1.9,3.4,3.4,20.4,111.4,101.4
2.5,Tre Jones,20.46,190,83,1,2,29,100,35.4,21.2,0.524,2.1,10.8,6.5,31.4,2.8,0.9,14.8,24,0.192,8.2,8.6,20.4,2.1,5.8,5.8,7.5,1,5.6,6.6,9.9,2.8,0.5,4.2,2.7,25.1,113.2,94.6
2,Nick Richards,22.57,211,112,0,3,31,96.77,29.6,25.8,0.674,11.3,18.6,15.3,1.7,0.2,8,13.2,20.7,0.222,7,10.4,16.1,0,0,6.9,9.2,5.1,10.2,15.3,0.4,0.2,4.2,3.1,6.2,27.7,127.8,95.8
0.5,Jahmi'us Ramsey,19.04,193,88,0,1,27,100,31.2,19.1,0.546,3,12.4,7.8,16.1,2.5,2.5,12.7,26.2,0.156,6.7,10.3,23.3,4.2,9.8,3.5,5.4,1.4,6.1,7.5,4.2,2.5,1.3,3.8,4.1,28.3,104.6,93.2
2,Jordan Nwora,21.79,201,102,0,3,31,96.77,33.1,22.6,0.568,6,19.8,13.3,8.4,1.3,0.9,11.7,27.8,0.201,8.2,11,25,4.4,11,6,7.4,3,10.9,13.9,2.3,1.3,0.5,3.8,4,32.4,113.5,94.2
1,CJ Elleby,20.02,198,90,0,2,32,100,33.4,22.5,0.519,3.8,23.1,12.9,13.5,2.9,2.5,10.8,29.2,0.169,7.6,10.4,26.2,3.9,11.5,6.4,7.7,2.1,11.2,13.2,3.2,2.9,1.4,3.6,5,31,104.7,92.8
1,Nico Mannion,19.28,190,86,1,1,32,100,32.3,17.2,0.52,0.9,7.9,4.4,31.5,2.1,0,16,24.5,0.152,5.4,7.9,20.2,2.9,8.9,5.8,7.3,0.4,4,4.4,9.3,2.1,0,4.5,3,24.7,107.1,97.6
2.5,Isaiah Joe,20.98,196,81,0,2,26,96.15,36.1,17.5,0.544,1.7,11.5,6.6,10,2.2,0.8,10,24.2,0.136,5.3,7.9,21.5,5.6,16.4,4.8,5.4,0.8,5.5,6.4,2.7,2.2,0.4,2.7,2.9,26.2,106.4,99.2
1.5,Skylar Mays,22.8,193,92,0,4,31,100,34.4,23.7,0.622,1.6,13.8,8.1,17,2.9,0.7,14.4,22,0.19,8.3,9,18.2,2.6,6.7,6.8,8,0.8,7.5,8.3,5.3,2.9,0.4,3.7,2.8,27.4,123.7,102.6
0,Justinian Jessup,22.09,201,91,0,4,32,100,36,20.1,0.584,3.2,11.8,7.4,12,2.2,1.5,8.4,21.1,0.181,7.2,8.5,20.1,4.9,12.3,3.5,3.6,1.5,5.5,7.1,3.3,2.2,0.7,2,3.4,25.4,119.5,98.3
0.5,Cassius Winston,22.32,185,83,0,4,30,100,32.7,23,0.585,0.7,7.1,4.2,36.5,2.1,0.1,16.8,29.1,0.204,8.9,10.9,24.3,4.3,9.9,6.8,7.9,0.4,4.1,4.4,10.4,2.1,0.1,5.6,3.5,32.8,114.5,98.5
0.5,Cassius Stanley,20.85,198,87,0,1,29,100,27.4,18.5,0.569,7.6,11.7,9.7,6.6,1.4,2.4,14.4,21.9,0.166,5.4,8.8,18.6,2.1,5.9,5.3,7.2,3.7,6,9.7,2.1,1.4,1.4,3.7,4.3,25.1,112.3,96.2
0.5,Grant Riller,23.38,185,86,0,4,31,100,33.5,30.6,0.609,1.8,15.7,8.9,30.1,2.8,1.1,14.8,33.6,0.225,7.1,13.1,26.2,2.7,7.5,10.2,12.3,0.9,8.2,9.2,7,2.8,0.6,5.6,4,39,115.6,100.9
1.5,Reggie Perry,20.26,208,113,0,2,31,100,31.1,28.5,0.587,12.4,25.2,19.1,16.4,1.6,4.1,16.4,28.6,0.218,8.5,11.3,22.6,1.4,4.4,9.2,12,6,13.3,19.2,4.4,1.6,2.2,5.6,5.9,33.2,116.5,97.5
3,Paul Reed,21.03,206,99,0,3,29,100,31.7,27.5,0.561,11.1,25.9,18.4,11.5,3.3,9.7,14.4,24,0.194,9.2,11.1,21.4,1,3.2,3.6,4.9,5.8,13.1,18.8,2.9,3.3,4.5,4,5.2,26.7,109.6,88.8
0.5,Jalen Harris,21.86,196,88,0,4,30,100,33,26.4,0.56,2.8,17.6,10.6,26.5,1.9,0.5,11,32.7,0.202,7.6,12.6,28.3,3.8,10.4,7.6,9.2,1.4,9.6,10.9,6.6,1.9,0.2,4.1,3.9,36.6,113.4,100.9
2,Sam Merrill,24.11,196,92,0,4,32,100,35,25,0.625,0.7,11.8,6.6,23.1,1.5,0.3,9,24.9,0.255,9.9,10.1,21.9,4.6,11.3,7.8,8.7,0.4,6.5,6.8,6.5,1.5,0.2,2.6,3.8,32.6,129.7,96.3
